ID,ANIMAL_ID,TAG_TYPE,TAG_MANUFACTURER,TAG_MODEL,TAG_SERIAL_NUMBER,TAG_ID_CODE,TAG_CODE_SPACE,TAG_IMPLANT_TYPE,TAG_ACTIVATION_DATE,EST_TAG_LIFE,TAGGER,TAG_OWNER_PI,TAG_OWNER_ORGANIZATION,COMMON_NAME_E,SCIENTIFIC_NAME,CAPTURE_LOCATION,CAPTURE_LATITUDE,CAPTURE_LONGITUDE,WILD_OR_HATCHERY,STOCK,LENGTH (m),WEIGHT (kg),LENGTH_TYPE,AGE,SEX,DNA_SAMPLE_TAKEN,TREATMENT_TYPE,RELEASE_GROUP,RELEASE_LOCATION,RELEASE_LATITUDE,RELEASE_LONGITUDE,UTC_RELEASE_DATE_TIME,CAPTURE_DEPTH,TEMPERATURE_CHANGE,HOLDING_TEMPERATURE,SURGERY_LOCATION,DATE_OF_SURGERY,SURGERY_LATITUDE,SURGERY_LONGITUDE,SEDATIVE,SEDATIVE_CONCENTRATION,ANAESTHETIC,BUFFER,ANAESTHETIC_CONCENTRATION,BUFFER_CONCENTRATION_IN_ANAESTHETIC,ANESTHETIC_CONCENTRATION_IN_RECIRCULATION,BUFFER_CONCENTRATION_IN_RECIRCULATION,DISSOLVED_OXYGEN (ppm),COMMENTS,GLATOS_STUDY,GLATOS_EXTERNAL_TAG_ID1,GLATOS_EXTERNAL_TAG_ID2
678,,,,,,1111,A69-1601-1111,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
679,,,,,,1112,A69-1601-1112,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
680,,,,,,1113,A69-1601-1113,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
681,,,,,,1114,A69-1601-1114,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
682,,,,,,1115,A69-1601-1115,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
683,,,,,,1116,A69-1601-1116,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
684,,,,,,1117,A69-1601-1117,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
685,,,,,,1118,A69-1601-1118,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
686,,,,,,1119,A69-1601-1119,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
687,,,,,,1120,A69-1601-1120,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
688,,,,,,1121,A69-1601-1121,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
689,,,,,,1122,A69-1601-1122,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
690,,,,,,1123,A69-1601-1123,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
691,,,,,,1124,A69-1601-1124,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
692,,,,,,1125,A69-1601-1125,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
693,,,,,,1126,A69-1601-1126,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
694,,,,,,1127,A69-1601-1127,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
695,,,,,,1128,A69-1601-1128,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
696,,,,,,1129,A69-1601-1129,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
697,,,,,,1130,A69-1601-1130,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
698,,,,,,1131,A69-1601-1131,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
699,,,,,,1132,A69-1601-1132,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
700,,,,,,1133,A69-1601-1133,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
701,,,,,,1134,A69-1601-1134,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
702,,,,,,1135,A69-1601-1135,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
703,,,,,,1136,A69-1601-1136,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
704,,,,,,1137,A69-1601-1137,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
705,,,,,,1138,A69-1601-1138,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
706,,,,,,1139,A69-1601-1139,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
707,,,,,,1140,A69-1601-1140,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
708,,,,,,1141,A69-1601-1141,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
709,,,,,,1142,A69-1601-1142,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
710,,,,,,1143,A69-1601-1143,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
711,,,,,,1144,A69-1601-1144,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
712,,,,,,1145,A69-1601-1145,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
713,,,,,,1146,A69-1601-1146,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
714,,,,,,1147,A69-1601-1147,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
715,,,,,,1148,A69-1601-1148,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
716,,,,,,1149,A69-1601-1149,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
717,,,,,,1150,A69-1601-1150,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
718,,,,,,1151,A69-1601-1151,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
719,,,,,,1152,A69-1601-1152,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
720,,,,,,1153,A69-1601-1153,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
721,,,,,,1154,A69-1601-1154,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
722,,,,,,1155,A69-1601-1155,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
723,,,,,,1156,A69-1601-1156,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
724,,,,,,1157,A69-1601-1157,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
725,,,,,,1158,A69-1601-1158,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
726,,,,,,1159,A69-1601-1159,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
727,,,,,,1160,A69-1601-1160,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
728,,,,,,1161,A69-1601-1161,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
729,,,,,,1162,A69-1601-1162,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
730,,,,,,1163,A69-1601-1163,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
731,,,,,,1164,A69-1601-1164,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
732,,,,,,1165,A69-1601-1165,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
733,,,,,,1166,A69-1601-1166,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
734,,,,,,1167,A69-1601-1167,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
735,,,,,,1168,A69-1601-1168,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
736,,,,,,1169,A69-1601-1169,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
737,,,,,,1170,A69-1601-1170,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
738,,,,,,1171,A69-1601-1171,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
739,,,,,,1172,A69-1601-1172,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
740,,,,,,1174,A69-1601-1174,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
741,,,,,,1175,A69-1601-1175,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
742,,,,,,1176,A69-1601-1176,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
743,,,,,,1177,A69-1601-1177,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
744,,,,,,1178,A69-1601-1178,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
745,,,,,,1179,A69-1601-1179,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
746,,,,,,1180,A69-1601-1180,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
747,,,,,,1181,A69-1601-1181,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
748,,,,,,1182,A69-1601-1182,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
749,,,,,,1183,A69-1601-1183,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
750,,,,,,1184,A69-1601-1184,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
751,,,,,,1185,A69-1601-1185,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
752,,,,,,1186,A69-1601-1186,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
753,,,,,,1187,A69-1601-1187,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
754,,,,,,1188,A69-1601-1188,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
755,,,,,,1189,A69-1601-1189,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
756,,,,,,1190,A69-1601-1190,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
757,,,,,,1191,A69-1601-1191,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
758,,,,,,1192,A69-1601-1192,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
759,,,,,,1193,A69-1601-1193,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
760,,,,,,1194,A69-1601-1194,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
761,,,,,,1195,A69-1601-1195,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
762,,,,,,1196,A69-1601-1196,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
763,,,,,,1197,A69-1601-1197,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
764,,,,,,1198,A69-1601-1198,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
765,,,,,,1199,A69-1601-1199,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
766,,,,,,1200,A69-1601-1200,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
767,,,,,,1201,A69-1601-1201,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
768,,,,,,1202,A69-1601-1202,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
769,,,,,,1203,A69-1601-1203,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
770,,,,,,1204,A69-1601-1204,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
771,,,,,,1205,A69-1601-1205,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
772,,,,,,1206,A69-1601-1206,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
773,,,,,,1207,A69-1601-1207,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
774,,,,,,1208,A69-1601-1208,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
775,,,,,,1209,A69-1601-1209,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
776,,,,,,1210,A69-1601-1210,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,SMRSL,,
777,,,,,,1211,A69-1601-1211,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
778,,,,,,1212,A69-1601-1212,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
779,,,,,,1213,A69-1601-1213,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
780,,,,,,1214,A69-1601-1214,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
781,,,,,,1215,A69-1601-1215,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
782,,,,,,1216,A69-1601-1216,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
783,,,,,,1217,A69-1601-1217,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
784,,,,,,1218,A69-1601-1218,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
785,,,,,,1219,A69-1601-1219,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
786,,,,,,1220,A69-1601-1220,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
787,,,,,,1221,A69-1601-1221,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
788,,,,,,1222,A69-1601-1222,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
789,,,,,,1223,A69-1601-1223,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
790,,,,,,1224,A69-1601-1224,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
791,,,,,,1225,A69-1601-1225,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
792,,,,,,1226,A69-1601-1226,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
793,,,,,,1227,A69-1601-1227,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
794,,,,,,1228,A69-1601-1228,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
795,,,,,,1229,A69-1601-1229,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
796,,,,,,1230,A69-1601-1230,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
797,,,,,,1231,A69-1601-1231,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
798,,,,,,1232,A69-1601-1232,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
799,,,,,,1233,A69-1601-1233,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
800,,,,,,1234,A69-1601-1234,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
801,,,,,,1235,A69-1601-1235,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
802,,,,,,1236,A69-1601-1236,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
803,,,,,,1237,A69-1601-1237,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
804,,,,,,1238,A69-1601-1238,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
805,,,,,,1239,A69-1601-1239,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
806,,,,,,1240,A69-1601-1240,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
807,,,,,,1241,A69-1601-1241,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
808,,,,,,1242,A69-1601-1242,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
809,,,,,,1243,A69-1601-1243,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
810,,,,,,1244,A69-1601-1244,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
811,,,,,,1245,A69-1601-1245,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
812,,,,,,1246,A69-1601-1246,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
813,,,,,,1247,A69-1601-1247,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
814,,,,,,1248,A69-1601-1248,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
815,,,,,,1249,A69-1601-1249,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
816,,,,,,1250,A69-1601-1250,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
817,,,,,,1251,A69-1601-1251,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
818,,,,,,1252,A69-1601-1252,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
819,,,,,,1253,A69-1601-1253,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
820,,,,,,1254,A69-1601-1254,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
821,,,,,,1255,A69-1601-1255,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
822,,,,,,1256,A69-1601-1256,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
823,,,,,,1257,A69-1601-1257,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
