ID,ANIMAL_ID,TAG_TYPE,TAG_MANUFACTURER,TAG_MODEL,TAG_SERIAL_NUMBER,TAG_ID_CODE,TAG_CODE_SPACE,TAG_IMPLANT_TYPE,TAG_ACTIVATION_DATE,EST_TAG_LIFE,TAGGER,TAG_OWNER_PI,TAG_OWNER_ORGANIZATION,COMMON_NAME_E,SCIENTIFIC_NAME,CAPTURE_LOCATION,CAPTURE_LATITUDE,CAPTURE_LONGITUDE,WILD_OR_HATCHERY,STOCK,LENGTH (m),WEIGHT (kg),LENGTH_TYPE,AGE,SEX,DNA_SAMPLE_TAKEN,TREATMENT_TYPE,RELEASE_GROUP,RELEASE_LOCATION,RELEASE_LATITUDE,RELEASE_LONGITUDE,UTC_RELEASE_DATE_TIME,CAPTURE_DEPTH,TEMPERATURE_CHANGE,HOLDING_TEMPERATURE,SURGERY_LOCATION,DATE_OF_SURGERY,SURGERY_LATITUDE,SURGERY_LONGITUDE,SEDATIVE,SEDATIVE_CONCENTRATION,ANAESTHETIC,BUFFER,ANAESTHETIC_CONCENTRATION,BUFFER_CONCENTRATION_IN_ANAESTHETIC,ANESTHETIC_CONCENTRATION_IN_RECIRCULATION,BUFFER_CONCENTRATION_IN_RECIRCULATION,DISSOLVED_OXYGEN (ppm),COMMENTS,GLATOS_STUDY,GLATOS_EXTERNAL_TAG_ID1,GLATOS_EXTERNAL_TAG_ID2
824,,,,,,1258,A69-1601-1258,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
825,,,,,,1259,A69-1601-1259,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
826,,,,,,1260,A69-1601-1260,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
827,,,,,,1261,A69-1601-1261,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
828,,,,,,1262,A69-1601-1262,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
829,,,,,,1263,A69-1601-1263,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
830,,,,,,1264,A69-1601-1264,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
831,,,,,,1265,A69-1601-1265,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
832,,,,,,1267,A69-1601-1267,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,SMRSL,,
833,,,,,,1268,A69-1601-1268,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
834,,,,,,1269,A69-1601-1269,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
835,,,,,,1270,A69-1601-1270,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
836,,,,,,1271,A69-1601-1271,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
837,,,,,,1272,A69-1601-1272,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
838,,,,,,1273,A69-1601-1273,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
839,,,,,,1274,A69-1601-1274,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
840,,,,,,1275,A69-1601-1275,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
841,,,,,,1276,A69-1601-1276,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
842,,,,,,1277,A69-1601-1277,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
843,,,,,,1278,A69-1601-1278,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
844,,,,,,1279,A69-1601-1279,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
845,,,,,,1280,A69-1601-1280,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
846,,,,,,1281,A69-1601-1281,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
847,,,,,,1282,A69-1601-1282,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
848,,,,,,1283,A69-1601-1283,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
849,,,,,,1284,A69-1601-1284,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
850,,,,,,1285,A69-1601-1285,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
851,,,,,,1287,A69-1601-1287,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
852,,,,,,1288,A69-1601-1288,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
853,,,,,,1289,A69-1601-1289,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
854,,,,,,1290,A69-1601-1290,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
855,,,,,,1291,A69-1601-1291,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
856,,,,,,1292,A69-1601-1292,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
857,,,,,,1293,A69-1601-1293,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
858,,,,,,1294,A69-1601-1294,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
859,,,,,,1295,A69-1601-1295,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
860,,,,,,1296,A69-1601-1296,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
861,,,,,,1297,A69-1601-1297,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
862,,,,,,1298,A69-1601-1298,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
863,,,,,,1299,A69-1601-1299,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
864,,,,,,1300,A69-1601-1300,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
865,,,,,,1301,A69-1601-1301,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
866,,,,,,1302,A69-1601-1302,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
867,,,,,,1304,A69-1601-1304,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
868,,,,,,1305,A69-1601-1305,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
869,,,,,,1306,A69-1601-1306,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
870,,,,,,1307,A69-1601-1307,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
871,,,,,,1308,A69-1601-1308,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
872,,,,,,1309,A69-1601-1309,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
873,,,,,,1310,A69-1601-1310,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
874,,,,,,1311,A69-1601-1311,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
875,,,,,,1312,A69-1601-1312,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
876,,,,,,1313,A69-1601-1313,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
877,,,,,,1314,A69-1601-1314,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
878,,,,,,1315,A69-1601-1315,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
879,,,,,,1316,A69-1601-1316,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
880,,,,,,1317,A69-1601-1317,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
881,,,,,,1318,A69-1601-1318,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
882,,,,,,1319,A69-1601-1319,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
883,,,,,,1320,A69-1601-1320,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
884,,,,,,1321,A69-1601-1321,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
885,,,,,,1322,A69-1601-1322,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
886,,,,,,1323,A69-1601-1323,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
887,,,,,,1324,A69-1601-1324,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
888,,,,,,1325,A69-1601-1325,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
889,,,,,,1326,A69-1601-1326,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
890,,,,,,1327,A69-1601-1327,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
891,,,,,,1328,A69-1601-1328,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
892,,,,,,1329,A69-1601-1329,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
893,,,,,,1330,A69-1601-1330,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
894,,,,,,1331,A69-1601-1331,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
895,,,,,,1332,A69-1601-1332,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
896,,,,,,1333,A69-1601-1333,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
897,,,,,,1334,A69-1601-1334,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
898,,,,,,1335,A69-1601-1335,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
899,,,,,,1337,A69-1601-1337,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
900,,,,,,1338,A69-1601-1338,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
901,,,,,,1339,A69-1601-1339,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
902,,,,,,1340,A69-1601-1340,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
903,,,,,,1341,A69-1601-1341,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
904,,,,,,1342,A69-1601-1342,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
905,,,,,,1343,A69-1601-1343,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
906,,,,,,1344,A69-1601-1344,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
907,,,,,,1345,A69-1601-1345,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
908,,,,,,1346,A69-1601-1346,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
909,,,,,,1347,A69-1601-1347,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
910,,,,,,1348,A69-1601-1348,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
911,,,,,,1349,A69-1601-1349,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
912,,,,,,1350,A69-1601-1350,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
913,,,,,,1351,A69-1601-1351,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
914,,,,,,1352,A69-1601-1352,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
915,,,,,,1353,A69-1601-1353,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
916,,,,,,1354,A69-1601-1354,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
917,,,,,,1379,A69-1601-1379,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
918,,,,,,1380,A69-1601-1380,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
919,,,,,,1381,A69-1601-1381,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
920,,,,,,1382,A69-1601-1382,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
921,,,,,,1385,A69-1601-1385,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
922,,,,,,1386,A69-1601-1386,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
923,,,,,,1387,A69-1601-1387,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
924,,,,,,1388,A69-1601-1388,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
925,,,,,,1390,A69-1601-1390,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
926,,,,,,1391,A69-1601-1391,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
927,,,,,,1392,A69-1601-1392,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
928,,,,,,1393,A69-1601-1393,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
929,,,,,,1394,A69-1601-1394,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
930,,,,,,1395,A69-1601-1395,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
931,,,,,,1396,A69-1601-1396,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
932,,,,,,1397,A69-1601-1397,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
933,,,,,,4708,A69-9002-4708,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
934,,,,,,4709,A69-9002-4709,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
935,,,,,,4710,A69-9002-4710,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
936,,,,,,4711,A69-9002-4711,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
937,,,,,,4712,A69-9002-4712,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
938,,,,,,4713,A69-9002-4713,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
939,,,,,,4714,A69-9002-4714,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
940,,,,,,4715,A69-9002-4715,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
941,,,,,,4716,A69-9002-4716,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
942,,,,,,4717,A69-9002-4717,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
943,,,,,,4718,A69-9002-4718,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
944,,,,,,4719,A69-9002-4719,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
945,,,,,,4720,A69-9002-4720,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
946,,,,,,4721,A69-9002-4721,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
947,,,,,,4722,A69-9002-4722,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
948,,,,,,4723,A69-9002-4723,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
949,,,,,,4724,A69-9002-4724,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
950,,,,,,4725,A69-9002-4725,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
951,,,,,,4726,A69-9002-4726,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
952,,,,,,4727,A69-9002-4727,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
953,,,,,,4728,A69-9002-4728,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
954,,,,,,4729,A69-9002-4729,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
955,,,,,,4730,A69-9002-4730,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
956,,,,,,4731,A69-9002-4731,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
957,,,,,,4732,A69-9002-4732,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,SMRSL,,
958,,,,,,4733,A69-9002-4733,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,SMRSL,,
959,,,,,,4734,A69-9002-4734,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,SMRSL,,
960,,,,,,4735,A69-9002-4735,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,SMRSL,,
961,,,,,,4736,A69-9002-4736,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,SMRSL,,
962,,,,,,4737,A69-9002-4737,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,SMRSL,,
963,,,,,,4738,A69-9002-4738,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,SMRSL,,
964,,,,,,4739,A69-9002-4739,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,SMRSL,,
965,,,,,,4740,A69-9002-4740,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,SMRSL,,
966,,,,,,4741,A69-9002-4741,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,SMRSL,,
967,,,,,,4742,A69-9002-4742,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,SMRSL,,
968,,,,,,4743,A69-9002-4743,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,SMRSL,,
969,,,,,,4744,A69-9002-4744,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,SMRSL,,
