ID,OTN_ARRAY,STATION_NO,CONSECUTIVE_DEPLOY_NO,INTEND_LAT,INTEND_LONG,OTN_MISSION_ID,DEPLOY_DATE_TIME,DEPLOY_LAT,DEPLOY_LONG,BOTTOM_DEPTH,RISER_LENGTH,INSTRUMENT_DEPTH,CHECWLK_COMPLETE_TIME,STATUS_IN,INS_MODEL_NUMBER,INS_SERIAL_NUMBER,SYNC_DATE_TIME,MEMORY_ERASED_AT_DEPLOY,RCV_BATTERY_INSTALL_DATE,RCV_EXPECTED_BATTERY_LIFE,RCV_VOLTAGE_AT_DEPLOY,RCV_TILT_AFTER_DEPLOY,AR_MODEL_NUMBER,AR_SERIAL_NUMBER,AR_BATTERY_INSTALL_DATE,AR_EXPECTED_BATTERY_LIFE,AR_VOLTAGE_AT_DEPLOY,AR_TILT_AFTER_DEPLOY,AR_INTERROGATE_CODE,AR_RECEIVE_FREQUENCY,AR_REPLY_FREQUENCY,AR_PING_RATE,AR_ENABLE_CODE_ADDRESS,AR_RELEASE_CODE,AR_DISABLE_CODE,AR_TILT_CODE,DEPLOYED_BY,GLATOS_STATUS,GLATOS_SEASONAL,GLATOS_STUDY,FREQUENCY
131,SBI,025,,,,,9/20/2010,44.05467,-83.31693,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
132,SBI,026,,,,,9/20/2010,44.0472,-83.31007,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
133,SBI,027,,,,,9/20/2010,44.03978,-83.30296,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
134,SBI,028,,,,,9/20/2010,44.03228,-83.29612,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
135,SBI,029,,,,,9/20/2010,44.02479,-83.28914,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
136,SBI,030,,,,,9/20/2010,44.01734,-83.28199,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
137,SBI,031,,,,,9/20/2010,44.00983,-83.27503,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
138,SBI,032,,,,,9/20/2010,44.00227,-83.26808,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
139,SBI,033,,,,,9/20/2010,43.9949,-83.26111,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
140,SBI,034,,,,,9/20/2010,43.98744,-83.25395,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
141,SBI,035,,,,,5/5/2011,43.97998,-83.24702,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
142,SBO,001,,,,,9/20/2010,44.24647,-83.44589,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
143,SBO,002,,,,,9/20/2010,44.24176,-83.43524,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
144,SBO,003,,,,,9/20/2010,44.2371,-83.42445,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
145,SBO,004,,,,,9/20/2010,44.23234,-83.41387,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
146,SBO,005,,,,,9/20/2010,44.22764,-83.40318,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
147,SBO,005,,,,,11/16/2010,44.22768,-83.4031,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
148,SBO,006,,,,,9/20/2010,44.22293,-83.39249,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
149,SBO,007,,,,,9/20/2010,44.21821,-83.38181,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
150,SBO,008,,,,,9/20/2010,44.2135,-83.37114,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
151,SBO,009,,,,,9/20/2010,44.20876,-83.36047,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
152,SBO,010,,,,,9/20/2010,44.20408,-83.34979,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
153,SBO,011,,,,,9/20/2010,44.1994,-83.33909,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
154,SBO,012,,,,,9/20/2010,44.19477,-83.32854,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
155,SBO,013,,,,,9/20/2010,44.18998,-83.31771,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
156,SBO,014,,,,,9/20/2010,44.18523,-83.30735,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
157,SBO,015,,,,,9/20/2010,44.18059,-83.29639,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
158,SBO,016,,,,,9/20/2010,44.17583,-83.28564,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
159,SBO,017,,,,,9/20/2010,44.17114,-83.27499,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
160,SBO,018,,,,,9/20/2010,44.16636,-83.26433,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
161,SBO,019,,,,,9/20/2010,44.16171,-83.25365,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
162,SBO,020,,,,,9/20/2010,44.15374,-83.24733,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
163,SBO,021,,,,,9/20/2010,44.14623,-83.24054,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
164,SBO,022,,,,,9/20/2010,44.13867,-83.23383,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
165,SBO,023,,,,,9/20/2010,44.13106,-83.22704,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
166,SBO,024,,,,,9/20/2010,44.1235,-83.22039,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
167,SBO,025,,,,,9/20/2010,44.11592,-83.21357,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
168,SBO,026,,,,,9/20/2010,44.10836,-83.20684,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
169,SBO,027,,,,,9/20/2010,44.10088,-83.20018,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
170,SBO,028,,,,,9/20/2010,44.09323,-83.1934,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
171,SBO,029,,,,,9/20/2010,44.08565,-83.18666,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
172,SBO,030,,,,,9/20/2010,44.07811,-83.17998,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
173,SBO,031,,,,,9/20/2010,44.07052,-83.17311,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
174,SBO,032,,,,,9/20/2010,44.06288,-83.16625,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
175,SBO,033,,,,,9/20/2010,44.05533,-83.15958,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
176,SBO,034,,,,,9/20/2010,44.0477,-83.15303,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
177,SBO,035,,,,,9/20/2010,44.04006,-83.14605,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
178,SBO,036,,,,,9/20/2010,44.03257,-83.13947,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
179,SBO,037,,,,,9/20/2010,44.02507,-83.13258,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
180,SBO,038,,,,,9/20/2010,44.01747,-83.12594,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
181,SBO,039,,,,,5/5/2011,44.0141,-83.12451,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
182,SGR,001,,,,,3/28/2011,43.61235,-83.86106,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
183,SGR,002,,,,,3/28/2011,43.60961,-83.88665,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
184,SIC,001,,,,,4/21/2011,42.09063,-83.14055,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
185,STG,001,,,,,5/13/2011,44.71328,-83.26346,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
186,STG,002,,,,,9/22/2010,44.7132,-83.25136,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
187,STG,003,,,,,9/22/2010,44.71315,-83.23911,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
188,STG,004,,,,,9/22/2010,44.71335,-83.22667,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
189,STG,005,,,,,9/22/2010,44.71324,-83.21374,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
190,STG,006,,,,,9/22/2010,44.71321,-83.20109,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
191,STG,007,,,,,9/22/2010,44.7133,-83.18826,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
192,STG,008,,,,,9/22/2010,44.71335,-83.17568,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
193,STG,009,,,,,9/22/2010,44.71332,-83.16315,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
194,STG,010,,,,,9/22/2010,44.71326,-83.15053,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
195,THB,001,,,,,5/5/2011,44.88711,-83.32052,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
196,THB,002,,,,,5/5/2011,44.89483,-83.31738,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
197,THB,003,,,,,9/22/2010,44.90459,-83.31389,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
198,THB,004,,,,,9/22/2010,44.91334,-83.31073,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
199,THB,005,,,,,9/22/2010,44.92204,-83.30767,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
200,THB,006,,,,,9/22/2010,44.9308,-83.3046,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
201,THB,007,,,,,9/22/2010,44.93958,-83.30164,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
202,THB,008,,,,,9/22/2010,44.94828,-83.29829,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
203,THB,009,,,,,9/22/2010,44.95706,-83.29517,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
204,THB,010,,,,,9/22/2010,44.96583,-83.29216,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
205,THB,011,,,,,9/22/2010,44.97453,-83.28923,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
206,THB,012,,,,,9/22/2010,44.98333,-83.28593,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
207,THB,013,,,,,9/22/2010,44.99206,-83.28281,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
208,THB,014,,,,,9/22/2010,45.00084,-83.2797,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
209,THB,015,,,,,9/22/2010,45.00953,-83.27658,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
210,THB,016,,,,,9/22/2010,45.01826,-83.27342,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
211,TRN,001,,,,,4/21/2011,42.1875,-83.15294,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
212,TRN,002,,,,,4/21/2011,42.16149,-83.16592,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
213,TTB,001,,,,,3/29/2011,43.38709,-83.98743,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
214,TTB,002,,,,,3/29/2011,43.39165,-83.99259,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
215,WHT,001,,,,,4/18/2011,43.72957,-82.59796,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
216,WHT,002,,,,,9/22/2010,43.73172,-82.5905,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
217,WHT,003,,,,,9/22/2010,43.73314,-82.57883,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
218,WHT,003,,,,,4/18/2011,43.73326,-82.57904,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
219,WHT,004,,,,,9/22/2010,43.73468,-82.56692,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
220,WHT,005,,,,,9/22/2010,43.73628,-82.55533,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
221,WHT,006,,,,,9/22/2010,43.73772,-82.54323,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
222,WHT,007,,,,,9/22/2010,43.73947,-82.53177,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
223,WHT,008,,,,,9/22/2010,43.74081,-82.51976,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
224,WHT,009,,,,,9/22/2010,43.74216,-82.50791,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
225,WHT,010,,,,,9/22/2010,43.74395,-82.49609,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HECWL,69 kHz
226,DRM,001,,,,,8/17/2010,45.94178,-83.63134,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
227,DRM,002,,,,,8/17/2010,45.94088,-83.63552,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
228,DRM,003,,,,,8/17/2010,45.93816,-83.63835,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
229,DRM,004,,,,,8/17/2010,45.9406,-83.62964,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
230,DRM,005,,,,,8/17/2010,45.93938,-83.63202,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
231,DRM,006,,,,,8/17/2010,45.93615,-83.63294,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
232,DRM,007,,,,,8/17/2010,45.93781,-83.63483,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
233,DRM,008,,,,,8/17/2010,45.93891,-83.64212,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
234,DRM,009,,,,,8/17/2010,45.9391,-83.64816,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
235,DRM,010,,,,,8/17/2010,45.93698,-83.64514,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
236,DRM,011,,,,,8/17/2010,45.93589,-83.64078,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
237,DRM,012,,,,,8/17/2010,45.93507,-83.63651,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
238,DRM,013,,,,,8/17/2010,45.9386,-83.65316,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
239,DRM,014,,,,,8/17/2010,45.93607,-83.64985,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
240,DRM,015,,,,,8/17/2010,45.93441,-83.64559,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
241,DRM,016,,,,,8/17/2010,45.93234,-83.6419,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
242,DRM,017,,,,,8/17/2010,45.93221,-83.6375,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
243,DRM,018,,,,,8/17/2010,45.93284,-83.6334,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
244,DRM,019,,,,,8/17/2010,45.93604,-83.65455,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
245,DRM,020,,,,,8/17/2010,45.93311,-83.65005,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
246,DRM,021,,,,,8/17/2010,45.93376,-83.65683,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
247,DRM,022,,,,,8/17/2010,45.9313,-83.65454,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
248,DRM,023,,,,,8/17/2010,45.92976,-83.64763,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
249,DRM,024,,,,,8/17/2010,45.92882,-83.64224,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
250,DRM,025,,,,,8/17/2010,45.92884,-83.63797,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
251,DRM,026,,,,,8/17/2010,45.92899,-83.63328,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
252,DRM,027,,,,,8/17/2010,45.92874,-83.62829,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
253,DRM,028,,,,,8/18/2010,45.93335,-83.66393,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
254,DRM,029,,,,,8/18/2010,45.93129,-83.65955,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
255,DRM,030,,,,,8/18/2010,45.92783,-83.65276,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
256,DRM,031,,,,,8/18/2010,45.93028,-83.66578,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
257,DRM,032,,,,,8/18/2010,45.92874,-83.66133,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
258,DRM,033,,,,,8/18/2010,45.92809,-83.65795,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
259,DRM,034,,,,,8/18/2010,45.92489,-83.65567,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
260,DRM,035,,,,,8/18/2010,45.92622,-83.66004,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
261,DRM,036,,,,,8/18/2010,45.92792,-83.66444,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
262,DRM,037,,,,,8/18/2010,45.93236,-83.67062,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
263,DRM,038,,,,,8/18/2010,45.92814,-83.66845,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
264,DRM,039,,,,,8/18/2010,45.92564,-83.66698,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
265,DRM,040,,,,,8/18/2010,45.92526,-83.66324,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
266,DRM,041,,,,,8/18/2010,45.92329,-83.65959,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
267,DRM,042,,,,,8/18/2010,45.92288,-83.66264,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
268,DRM,043,,,,,8/18/2010,45.92322,-83.66605,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
269,DRM,044,,,,,8/18/2010,45.92569,-83.67124,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
270,DRM,045,,,,,8/18/2010,45.92392,-83.67507,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
271,DRM,046,,,,,8/18/2010,45.92138,-83.67357,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
272,DRM,047,,,,,8/18/2010,45.92172,-83.66977,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
273,DRM,048,,,,,8/18/2010,45.91954,-83.66675,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
274,DRM,049,,,,,8/18/2010,45.91615,-83.66677,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
275,DRM,050,,,,,8/18/2010,45.91769,-83.67379,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
276,DRM,051,,,,,8/18/2010,45.91388,-83.68297,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
277,DRM,052,,,,,8/18/2010,45.91599,-83.68016,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
278,DRM,053,,,,,8/18/2010,45.91754,-83.68451,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
279,DRM,054,,,,,8/18/2010,45.92058,-83.68143,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
280,DRM,055,,,,,8/18/2010,45.92385,-83.6808,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
281,DRM,056,,,,,8/18/2010,45.9274,-83.67949,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
282,DRM,057,,,,,8/18/2010,45.92644,-83.68491,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
283,DRM,058,,,,,8/19/2010,45.92267,-83.68734,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
284,DRM,059,,,,,8/19/2010,45.92107,-83.66048,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
285,DRM,060,,,,,8/19/2010,45.91849,-83.6603,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
286,DRM,061,,,,,8/19/2010,45.92071,-83.65556,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
287,DRM,062,,,,,8/19/2010,45.91771,-83.65581,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
288,DRM,063,,,,,8/19/2010,45.91922,-83.65126,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
289,DRM,064,,,,,8/19/2010,45.9225,-83.6501,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
