ID,OTN_ARRAY,STATION_NO,CONSECUTIVE_DEPLOY_NO,INTEND_LAT,INTEND_LONG,OTN_MISSION_ID,DEPLOY_DATE_TIME,DEPLOY_LAT,DEPLOY_LONG,BOTTOM_DEPTH,RISER_LENGTH,INSTRUMENT_DEPTH,CHECK_COMPLETE_TIME,STATUS_IN,INS_MODEL_NUMBER,INS_SERIAL_NUMBER,SYNC_DATE_TIME,MEMORY_ERASED_AT_DEPLOY,RCV_BATTERY_INSTALL_DATE,RCV_EXPECTED_BATTERY_LIFE,RCV_VOLTAGE_AT_DEPLOY,RCV_TILT_AFTER_DEPLOY,AR_MODEL_NUMBER,AR_SERIAL_NUMBER,AR_BATTERY_INSTALL_DATE,AR_EXPECTED_BATTERY_LIFE,AR_VOLTAGE_AT_DEPLOY,AR_TILT_AFTER_DEPLOY,AR_INTERROGATE_CODE,AR_RECEIVE_FREQUENCY,AR_REPLY_FREQUENCY,AR_PING_RATE,AR_ENABLE_CODE_ADDRESS,AR_RELEASE_CODE,AR_DISABLE_CODE,AR_TILT_CODE,DEPLOYED_BY,GLATOS_STATUS,GLATOS_SEASONAL,GLATOS_STUDY
138,SBI,32,,,,,9/20/2010,44.00227,-83.26808,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
139,SBI,33,,,,,9/20/2010,43.9949,-83.26111,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
140,SBI,34,,,,,9/20/2010,43.98744,-83.25395,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
141,SBI,35,,,,,5/5/2011,43.97998,-83.24702,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
142,SBO,1,,,,,9/20/2010,44.24647,-83.44589,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
143,SBO,2,,,,,9/20/2010,44.24176,-83.43524,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
144,SBO,3,,,,,9/20/2010,44.2371,-83.42445,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
145,SBO,4,,,,,9/20/2010,44.23234,-83.41387,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
146,SBO,5,,,,,9/20/2010,44.22764,-83.40318,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
147,SBO,5,,,,,11/16/2010,44.22768,-83.4031,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
148,SBO,6,,,,,9/20/2010,44.22293,-83.39249,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
149,SBO,7,,,,,9/20/2010,44.21821,-83.38181,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
150,SBO,8,,,,,9/20/2010,44.2135,-83.37114,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
151,SBO,9,,,,,9/20/2010,44.20876,-83.36047,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
152,SBO,10,,,,,9/20/2010,44.20408,-83.34979,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
153,SBO,11,,,,,9/20/2010,44.1994,-83.33909,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
154,SBO,12,,,,,9/20/2010,44.19477,-83.32854,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
155,SBO,13,,,,,9/20/2010,44.18998,-83.31771,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
156,SBO,14,,,,,9/20/2010,44.18523,-83.30735,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
157,SBO,15,,,,,9/20/2010,44.18059,-83.29639,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
158,SBO,16,,,,,9/20/2010,44.17583,-83.28564,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
159,SBO,17,,,,,9/20/2010,44.17114,-83.27499,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
160,SBO,18,,,,,9/20/2010,44.16636,-83.26433,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
161,SBO,19,,,,,9/20/2010,44.16171,-83.25365,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
162,SBO,20,,,,,9/20/2010,44.15374,-83.24733,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
163,SBO,21,,,,,9/20/2010,44.14623,-83.24054,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
164,SBO,22,,,,,9/20/2010,44.13867,-83.23383,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
165,SBO,23,,,,,9/20/2010,44.13106,-83.22704,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
166,SBO,24,,,,,9/20/2010,44.1235,-83.22039,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
167,SBO,25,,,,,9/20/2010,44.11592,-83.21357,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
168,SBO,26,,,,,9/20/2010,44.10836,-83.20684,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
169,SBO,27,,,,,9/20/2010,44.10088,-83.20018,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
170,SBO,28,,,,,9/20/2010,44.09323,-83.1934,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
171,SBO,29,,,,,9/20/2010,44.08565,-83.18666,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
172,SBO,30,,,,,9/20/2010,44.07811,-83.17998,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
173,SBO,31,,,,,9/20/2010,44.07052,-83.17311,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
174,SBO,32,,,,,9/20/2010,44.06288,-83.16625,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
175,SBO,33,,,,,9/20/2010,44.05533,-83.15958,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
176,SBO,34,,,,,9/20/2010,44.0477,-83.15303,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
177,SBO,35,,,,,9/20/2010,44.04006,-83.14605,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
178,SBO,36,,,,,9/20/2010,44.03257,-83.13947,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
179,SBO,37,,,,,9/20/2010,44.02507,-83.13258,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
180,SBO,38,,,,,9/20/2010,44.01747,-83.12594,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
181,SBO,39,,,,,5/5/2011,44.0141,-83.12451,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
182,SGR,1,,,,,3/28/2011,43.61235,-83.86106,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
183,SGR,2,,,,,3/28/2011,43.60961,-83.88665,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
184,SIC,1,,,,,4/21/2011,42.09063,-83.14055,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
185,STG,1,,,,,5/13/2011,44.71328,-83.26346,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
186,STG,2,,,,,9/22/2010,44.7132,-83.25136,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
187,STG,3,,,,,9/22/2010,44.71315,-83.23911,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
188,STG,4,,,,,9/22/2010,44.71335,-83.22667,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
189,STG,5,,,,,9/22/2010,44.71324,-83.21374,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
190,STG,6,,,,,9/22/2010,44.71321,-83.20109,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
191,STG,7,,,,,9/22/2010,44.7133,-83.18826,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
192,STG,8,,,,,9/22/2010,44.71335,-83.17568,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
193,STG,9,,,,,9/22/2010,44.71332,-83.16315,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
194,STG,10,,,,,9/22/2010,44.71326,-83.15053,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
195,THB,1,,,,,5/5/2011,44.88711,-83.32052,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
196,THB,2,,,,,5/5/2011,44.89483,-83.31738,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
197,THB,3,,,,,9/22/2010,44.90459,-83.31389,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
198,THB,4,,,,,9/22/2010,44.91334,-83.31073,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
199,THB,5,,,,,9/22/2010,44.92204,-83.30767,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
200,THB,6,,,,,9/22/2010,44.9308,-83.3046,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
201,THB,7,,,,,9/22/2010,44.93958,-83.30164,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
202,THB,8,,,,,9/22/2010,44.94828,-83.29829,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
203,THB,9,,,,,9/22/2010,44.95706,-83.29517,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
204,THB,10,,,,,9/22/2010,44.96583,-83.29216,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
205,THB,11,,,,,9/22/2010,44.97453,-83.28923,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
206,THB,12,,,,,9/22/2010,44.98333,-83.28593,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
207,THB,13,,,,,9/22/2010,44.99206,-83.28281,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
208,THB,14,,,,,9/22/2010,45.00084,-83.2797,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
209,THB,15,,,,,9/22/2010,45.00953,-83.27658,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
210,THB,16,,,,,9/22/2010,45.01826,-83.27342,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
211,TRN,1,,,,,4/21/2011,42.1875,-83.15294,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
212,TRN,2,,,,,4/21/2011,42.16149,-83.16592,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
213,TTB,1,,,,,3/29/2011,43.38709,-83.98743,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
214,TTB,2,,,,,3/29/2011,43.39165,-83.99259,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
215,WHT,1,,,,,4/18/2011,43.72957,-82.59796,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
216,WHT,2,,,,,9/22/2010,43.73172,-82.5905,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
217,WHT,3,,,,,9/22/2010,43.73314,-82.57883,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
218,WHT,3,,,,,4/18/2011,43.73326,-82.57904,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
219,WHT,4,,,,,9/22/2010,43.73468,-82.56692,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
220,WHT,5,,,,,9/22/2010,43.73628,-82.55533,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
221,WHT,6,,,,,9/22/2010,43.73772,-82.54323,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
222,WHT,7,,,,,9/22/2010,43.73947,-82.53177,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
223,WHT,8,,,,,9/22/2010,43.74081,-82.51976,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
224,WHT,9,,,,,9/22/2010,43.74216,-82.50791,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
225,WHT,10,,,,,9/22/2010,43.74395,-82.49609,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,HEC
226,DRM,1,,,,,8/17/2010,45.94178,-83.63134,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
227,DRM,2,,,,,8/17/2010,45.94088,-83.63552,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
228,DRM,3,,,,,8/17/2010,45.93816,-83.63835,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
229,DRM,4,,,,,8/17/2010,45.9406,-83.62964,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
230,DRM,5,,,,,8/17/2010,45.93938,-83.63202,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
231,DRM,6,,,,,8/17/2010,45.93615,-83.63294,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
232,DRM,7,,,,,8/17/2010,45.93781,-83.63483,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
233,DRM,8,,,,,8/17/2010,45.93891,-83.64212,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
234,DRM,9,,,,,8/17/2010,45.9391,-83.64816,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
235,DRM,10,,,,,8/17/2010,45.93698,-83.64514,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
236,DRM,11,,,,,8/17/2010,45.93589,-83.64078,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
237,DRM,12,,,,,8/17/2010,45.93507,-83.63651,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
238,DRM,13,,,,,8/17/2010,45.9386,-83.65316,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
239,DRM,14,,,,,8/17/2010,45.93607,-83.64985,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
240,DRM,15,,,,,8/17/2010,45.93441,-83.64559,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
241,DRM,16,,,,,8/17/2010,45.93234,-83.6419,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
242,DRM,17,,,,,8/17/2010,45.93221,-83.6375,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
243,DRM,18,,,,,8/17/2010,45.93284,-83.6334,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
244,DRM,19,,,,,8/17/2010,45.93604,-83.65455,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
245,DRM,20,,,,,8/17/2010,45.93311,-83.65005,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
246,DRM,21,,,,,8/17/2010,45.93376,-83.65683,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
247,DRM,22,,,,,8/17/2010,45.9313,-83.65454,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
248,DRM,23,,,,,8/17/2010,45.92976,-83.64763,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
249,DRM,24,,,,,8/17/2010,45.92882,-83.64224,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
250,DRM,25,,,,,8/17/2010,45.92884,-83.63797,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
251,DRM,26,,,,,8/17/2010,45.92899,-83.63328,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
252,DRM,27,,,,,8/17/2010,45.92874,-83.62829,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
253,DRM,28,,,,,8/18/2010,45.93335,-83.66393,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
254,DRM,29,,,,,8/18/2010,45.93129,-83.65955,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
255,DRM,30,,,,,8/18/2010,45.92783,-83.65276,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
256,DRM,31,,,,,8/18/2010,45.93028,-83.66578,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
257,DRM,32,,,,,8/18/2010,45.92874,-83.66133,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
258,DRM,33,,,,,8/18/2010,45.92809,-83.65795,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
259,DRM,34,,,,,8/18/2010,45.92489,-83.65567,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
260,DRM,35,,,,,8/18/2010,45.92622,-83.66004,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
261,DRM,36,,,,,8/18/2010,45.92792,-83.66444,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
262,DRM,37,,,,,8/18/2010,45.93236,-83.67062,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
263,DRM,38,,,,,8/18/2010,45.92814,-83.66845,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
264,DRM,39,,,,,8/18/2010,45.92564,-83.66698,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
265,DRM,40,,,,,8/18/2010,45.92526,-83.66324,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
266,DRM,41,,,,,8/18/2010,45.92329,-83.65959,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
267,DRM,42,,,,,8/18/2010,45.92288,-83.66264,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
268,DRM,43,,,,,8/18/2010,45.92322,-83.66605,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
269,DRM,44,,,,,8/18/2010,45.92569,-83.67124,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
270,DRM,45,,,,,8/18/2010,45.92392,-83.67507,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
271,DRM,46,,,,,8/18/2010,45.92138,-83.67357,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
272,DRM,47,,,,,8/18/2010,45.92172,-83.66977,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
273,DRM,48,,,,,8/18/2010,45.91954,-83.66675,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
274,DRM,49,,,,,8/18/2010,45.91615,-83.66677,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
275,DRM,50,,,,,8/18/2010,45.91769,-83.67379,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
276,DRM,51,,,,,8/18/2010,45.91388,-83.68297,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
277,DRM,52,,,,,8/18/2010,45.91599,-83.68016,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
278,DRM,53,,,,,8/18/2010,45.91754,-83.68451,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
279,DRM,54,,,,,8/18/2010,45.92058,-83.68143,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
280,DRM,55,,,,,8/18/2010,45.92385,-83.6808,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
281,DRM,56,,,,,8/18/2010,45.9274,-83.67949,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
282,DRM,57,,,,,8/18/2010,45.92644,-83.68491,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
283,DRM,58,,,,,8/19/2010,45.92267,-83.68734,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
284,DRM,59,,,,,8/19/2010,45.92107,-83.66048,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
285,DRM,60,,,,,8/19/2010,45.91849,-83.6603,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
286,DRM,61,,,,,8/19/2010,45.92071,-83.65556,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
287,DRM,62,,,,,8/19/2010,45.91771,-83.65581,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
288,DRM,63,,,,,8/19/2010,45.91922,-83.65126,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
289,DRM,64,,,,,8/19/2010,45.9225,-83.6501,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
290,DRM,65,,,,,8/19/2010,45.92578,-83.64845,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
291,DRM,66,,,,,8/19/2010,45.9267,-83.64476,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
292,DRM,67,,,,,8/19/2010,45.9233,-83.64526,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
293,DRM,68,,,,,8/19/2010,45.9206,-83.64355,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
294,DRM,69,,,,,8/19/2010,45.92569,-83.64045,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
295,DRM,70,,,,,8/19/2010,45.92242,-83.64027,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
