ID,ANIMAL_ID,TAG_TYPE,TAG_MANUFACTURER,TAG_MODEL,TAG_SERIAL_NUMBER,TAG_ID_CODE,TAG_CODE_SPACE,TAG_IMPLANT_TYPE,TAG_ACTIVATION_DATE,EST_TAG_LIFE,TAGGER,TAG_OWNER_PI,TAG_OWNER_ORGANIZATION,COMMON_NAME_E,SCIENTIFIC_NAME,CAPTURE_LOCATION,CAPTURE_LATITUDE,CAPTURE_LONGITUDE,WILD_OR_HATCHERY,STOCK,LENGTH (m),WEIGHT (kg),LENGTH_TYPE,AGE,SEX,DNA_SAMPLE_TAKEN,TREATMENT_TYPE,RELEASE_GROUP,RELEASE_LOCATION,RELEASE_LATITUDE,RELEASE_LONGITUDE,UTC_RELEASE_DATE_TIME,CAPTURE_DEPTH,TEMPERATURE_CHANGE,HOLDING_TEMPERATURE,SURGERY_LOCATION,DATE_OF_SURGERY,SURGERY_LATITUDE,SURGERY_LONGITUDE,SEDATIVE,SEDATIVE_CONCENTRATION,ANAESTHETIC,BUFFER,ANAESTHETIC_CONCENTRATION,BUFFER_CONCENTRATION_IN_ANAESTHETIC,ANESTHETIC_CONCENTRATION_IN_RECIRCULATION,BUFFER_CONCENTRATION_IN_RECIRCULATION,DISSOLVED_OXYGEN (ppm),COMMENTS,GLATOS_STUDY
762,,,,,,1196,A69-1601-1196,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,STM
763,,,,,,1197,A69-1601-1197,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,STM
764,,,,,,1198,A69-1601-1198,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,STM
765,,,,,,1199,A69-1601-1199,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,STM
766,,,,,,1200,A69-1601-1200,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,STM
767,,,,,,1201,A69-1601-1201,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,STM
768,,,,,,1202,A69-1601-1202,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,STM
769,,,,,,1203,A69-1601-1203,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,STM
770,,,,,,1204,A69-1601-1204,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,STM
771,,,,,,1205,A69-1601-1205,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,STM
772,,,,,,1206,A69-1601-1206,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,STM
773,,,,,,1207,A69-1601-1207,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,STM
774,,,,,,1208,A69-1601-1208,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,STM
775,,,,,,1209,A69-1601-1209,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,STM
776,,,,,,1210,A69-1601-1210,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/17/2011,,,,,,,,,,,,,,,,,,STM
777,,,,,,1211,A69-1601-1211,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
778,,,,,,1212,A69-1601-1212,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
779,,,,,,1213,A69-1601-1213,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
780,,,,,,1214,A69-1601-1214,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
781,,,,,,1215,A69-1601-1215,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
782,,,,,,1216,A69-1601-1216,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
783,,,,,,1217,A69-1601-1217,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
784,,,,,,1218,A69-1601-1218,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
785,,,,,,1219,A69-1601-1219,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
786,,,,,,1220,A69-1601-1220,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
787,,,,,,1221,A69-1601-1221,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
788,,,,,,1222,A69-1601-1222,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
789,,,,,,1223,A69-1601-1223,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
790,,,,,,1224,A69-1601-1224,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
791,,,,,,1225,A69-1601-1225,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
792,,,,,,1226,A69-1601-1226,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
793,,,,,,1227,A69-1601-1227,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
794,,,,,,1228,A69-1601-1228,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
795,,,,,,1229,A69-1601-1229,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
796,,,,,,1230,A69-1601-1230,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
797,,,,,,1231,A69-1601-1231,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
798,,,,,,1232,A69-1601-1232,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
799,,,,,,1233,A69-1601-1233,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
800,,,,,,1234,A69-1601-1234,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
801,,,,,,1235,A69-1601-1235,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
802,,,,,,1236,A69-1601-1236,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
803,,,,,,1237,A69-1601-1237,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
804,,,,,,1238,A69-1601-1238,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
805,,,,,,1239,A69-1601-1239,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
806,,,,,,1240,A69-1601-1240,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
807,,,,,,1241,A69-1601-1241,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
808,,,,,,1242,A69-1601-1242,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
809,,,,,,1243,A69-1601-1243,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
810,,,,,,1244,A69-1601-1244,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
811,,,,,,1245,A69-1601-1245,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
812,,,,,,1246,A69-1601-1246,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
813,,,,,,1247,A69-1601-1247,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
814,,,,,,1248,A69-1601-1248,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
815,,,,,,1249,A69-1601-1249,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
816,,,,,,1250,A69-1601-1250,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
817,,,,,,1251,A69-1601-1251,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
818,,,,,,1252,A69-1601-1252,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
819,,,,,,1253,A69-1601-1253,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
820,,,,,,1254,A69-1601-1254,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
821,,,,,,1255,A69-1601-1255,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
822,,,,,,1256,A69-1601-1256,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
823,,,,,,1257,A69-1601-1257,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
824,,,,,,1258,A69-1601-1258,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
825,,,,,,1259,A69-1601-1259,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
826,,,,,,1260,A69-1601-1260,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
827,,,,,,1261,A69-1601-1261,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
828,,,,,,1262,A69-1601-1262,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
829,,,,,,1263,A69-1601-1263,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
830,,,,,,1264,A69-1601-1264,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
831,,,,,,1265,A69-1601-1265,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
832,,,,,,1267,A69-1601-1267,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/23/2011,,,,,,,,,,,,,,,,,,STM
833,,,,,,1268,A69-1601-1268,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
834,,,,,,1269,A69-1601-1269,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
835,,,,,,1270,A69-1601-1270,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
836,,,,,,1271,A69-1601-1271,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
837,,,,,,1272,A69-1601-1272,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
838,,,,,,1273,A69-1601-1273,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
839,,,,,,1274,A69-1601-1274,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
840,,,,,,1275,A69-1601-1275,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
841,,,,,,1276,A69-1601-1276,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
842,,,,,,1277,A69-1601-1277,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
843,,,,,,1278,A69-1601-1278,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
844,,,,,,1279,A69-1601-1279,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
845,,,,,,1280,A69-1601-1280,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
846,,,,,,1281,A69-1601-1281,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
847,,,,,,1282,A69-1601-1282,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
848,,,,,,1283,A69-1601-1283,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
849,,,,,,1284,A69-1601-1284,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
850,,,,,,1285,A69-1601-1285,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
851,,,,,,1287,A69-1601-1287,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
852,,,,,,1288,A69-1601-1288,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
853,,,,,,1289,A69-1601-1289,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
854,,,,,,1290,A69-1601-1290,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
855,,,,,,1291,A69-1601-1291,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
856,,,,,,1292,A69-1601-1292,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
857,,,,,,1293,A69-1601-1293,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
858,,,,,,1294,A69-1601-1294,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
859,,,,,,1295,A69-1601-1295,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
860,,,,,,1296,A69-1601-1296,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
861,,,,,,1297,A69-1601-1297,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
862,,,,,,1298,A69-1601-1298,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
863,,,,,,1299,A69-1601-1299,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
864,,,,,,1300,A69-1601-1300,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
865,,,,,,1301,A69-1601-1301,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
866,,,,,,1302,A69-1601-1302,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
867,,,,,,1304,A69-1601-1304,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
868,,,,,,1305,A69-1601-1305,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
869,,,,,,1306,A69-1601-1306,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
870,,,,,,1307,A69-1601-1307,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
871,,,,,,1308,A69-1601-1308,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
872,,,,,,1309,A69-1601-1309,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
873,,,,,,1310,A69-1601-1310,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
874,,,,,,1311,A69-1601-1311,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
875,,,,,,1312,A69-1601-1312,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
876,,,,,,1313,A69-1601-1313,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
877,,,,,,1314,A69-1601-1314,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
878,,,,,,1315,A69-1601-1315,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
879,,,,,,1316,A69-1601-1316,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
880,,,,,,1317,A69-1601-1317,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
881,,,,,,1318,A69-1601-1318,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
882,,,,,,1319,A69-1601-1319,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
883,,,,,,1320,A69-1601-1320,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
884,,,,,,1321,A69-1601-1321,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
885,,,,,,1322,A69-1601-1322,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
886,,,,,,1323,A69-1601-1323,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
887,,,,,,1324,A69-1601-1324,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
888,,,,,,1325,A69-1601-1325,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
889,,,,,,1326,A69-1601-1326,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
890,,,,,,1327,A69-1601-1327,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
891,,,,,,1328,A69-1601-1328,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
892,,,,,,1329,A69-1601-1329,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
893,,,,,,1330,A69-1601-1330,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
894,,,,,,1331,A69-1601-1331,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
895,,,,,,1332,A69-1601-1332,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
896,,,,,,1333,A69-1601-1333,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
897,,,,,,1334,A69-1601-1334,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
898,,,,,,1335,A69-1601-1335,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
899,,,,,,1337,A69-1601-1337,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
900,,,,,,1338,A69-1601-1338,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
901,,,,,,1339,A69-1601-1339,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
902,,,,,,1340,A69-1601-1340,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
903,,,,,,1341,A69-1601-1341,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
904,,,,,,1342,A69-1601-1342,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
905,,,,,,1343,A69-1601-1343,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
906,,,,,,1344,A69-1601-1344,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
907,,,,,,1345,A69-1601-1345,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
908,,,,,,1346,A69-1601-1346,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
909,,,,,,1347,A69-1601-1347,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
910,,,,,,1348,A69-1601-1348,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
911,,,,,,1349,A69-1601-1349,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
912,,,,,,1350,A69-1601-1350,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
913,,,,,,1351,A69-1601-1351,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
914,,,,,,1352,A69-1601-1352,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
915,,,,,,1353,A69-1601-1353,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
916,,,,,,1354,A69-1601-1354,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
