ID,ANIMAL_ID,TAG_TYPE,TAG_MANUFACTURER,TAG_MODEL,TAG_SERIAL_NUMBER,TAG_ID_CODE,TAG_CODE_SPACE,TAG_IMPLANT_TYPE,TAG_ACTIVATION_DATE,EST_TAG_LIFE,TAGGER,TAG_OWNER_PI,TAG_OWNER_ORGANIZATION,COMMON_NAME_E,SCIENTIFIC_NAME,CAPTURE_LOCATION,CAPTURE_LATITUDE,CAPTURE_LONGITUDE,WILD_OR_HATCHERY,STOCK,LENGTH (m),WEIGHT (kg),LENGTH_TYPE,AGE,SEX,DNA_SAMPLE_TAKEN,TREATMENT_TYPE,RELEASE_GROUP,RELEASE_LOCATION,RELEASE_LATITUDE,RELEASE_LONGITUDE,UTC_RELEASE_DATE_TIME,CAPTURE_DEPTH,TEMPERATURE_CHANGE,HOLDING_TEMPERATURE,SURGERY_LOCATION,DATE_OF_SURGERY,SURGERY_LATITUDE,SURGERY_LONGITUDE,SEDATIVE,SEDATIVE_CONCENTRATION,ANAESTHETIC,BUFFER,ANAESTHETIC_CONCENTRATION,BUFFER_CONCENTRATION_IN_ANAESTHETIC,ANESTHETIC_CONCENTRATION_IN_RECIRCULATION,BUFFER_CONCENTRATION_IN_RECIRCULATION,DISSOLVED_OXYGEN (ppm),COMMENTS,GLATOS_STUDY
917,,,,,,1379,A69-1601-1379,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
918,,,,,,1380,A69-1601-1380,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
919,,,,,,1381,A69-1601-1381,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
920,,,,,,1382,A69-1601-1382,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
921,,,,,,1385,A69-1601-1385,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
922,,,,,,1386,A69-1601-1386,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
923,,,,,,1387,A69-1601-1387,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
924,,,,,,1388,A69-1601-1388,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
925,,,,,,1390,A69-1601-1390,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
926,,,,,,1391,A69-1601-1391,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
927,,,,,,1392,A69-1601-1392,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
928,,,,,,1393,A69-1601-1393,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
929,,,,,,1394,A69-1601-1394,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
930,,,,,,1395,A69-1601-1395,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
931,,,,,,1396,A69-1601-1396,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
932,,,,,,1397,A69-1601-1397,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
933,,,,,,4708,A69-9002-4708,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
934,,,,,,4709,A69-9002-4709,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
935,,,,,,4710,A69-9002-4710,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
936,,,,,,4711,A69-9002-4711,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
937,,,,,,4712,A69-9002-4712,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
938,,,,,,4713,A69-9002-4713,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
939,,,,,,4714,A69-9002-4714,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
940,,,,,,4715,A69-9002-4715,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
941,,,,,,4716,A69-9002-4716,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
942,,,,,,4717,A69-9002-4717,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
943,,,,,,4718,A69-9002-4718,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
944,,,,,,4719,A69-9002-4719,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
945,,,,,,4720,A69-9002-4720,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
946,,,,,,4721,A69-9002-4721,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
947,,,,,,4722,A69-9002-4722,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
948,,,,,,4723,A69-9002-4723,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
949,,,,,,4724,A69-9002-4724,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
950,,,,,,4725,A69-9002-4725,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
951,,,,,,4726,A69-9002-4726,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
952,,,,,,4727,A69-9002-4727,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
953,,,,,,4728,A69-9002-4728,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
954,,,,,,4729,A69-9002-4729,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
955,,,,,,4730,A69-9002-4730,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
956,,,,,,4731,A69-9002-4731,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
957,,,,,,4732,A69-9002-4732,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
958,,,,,,4733,A69-9002-4733,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
959,,,,,,4734,A69-9002-4734,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
960,,,,,,4735,A69-9002-4735,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
961,,,,,,4736,A69-9002-4736,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
962,,,,,,4737,A69-9002-4737,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
963,,,,,,4738,A69-9002-4738,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
964,,,,,,4739,A69-9002-4739,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
965,,,,,,4740,A69-9002-4740,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
966,,,,,,4741,A69-9002-4741,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
967,,,,,,4742,A69-9002-4742,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
968,,,,,,4743,A69-9002-4743,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
969,,,,,,4744,A69-9002-4744,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
970,,,,,,4745,A69-9002-4745,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
971,,,,,,4746,A69-9002-4746,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
972,,,,,,4747,A69-9002-4747,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
973,,,,,,4748,A69-9002-4748,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
974,,,,,,4749,A69-9002-4749,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
975,,,,,,4750,A69-9002-4750,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
976,,,,,,4751,A69-9002-4751,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
977,,,,,,4753,A69-9002-4753,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
978,,,,,,4754,A69-9002-4754,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
979,,,,,,4755,A69-9002-4755,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
980,,,,,,4756,A69-9002-4756,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
981,,,,,,4757,A69-9002-4757,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
982,,,,,,4758,A69-9002-4758,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
983,,,,,,4759,A69-9002-4759,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
984,,,,,,4760,A69-9002-4760,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
985,,,,,,4761,A69-9002-4761,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
986,,,,,,4762,A69-9002-4762,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
987,,,,,,4763,A69-9002-4763,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
988,,,,,,4764,A69-9002-4764,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
989,,,,,,4765,A69-9002-4765,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
990,,,,,,4766,A69-9002-4766,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
991,,,,,,4767,A69-9002-4767,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
992,,,,,,4768,A69-9002-4768,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
993,,,,,,4769,A69-9002-4769,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
994,,,,,,4770,A69-9002-4770,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
995,,,,,,4771,A69-9002-4771,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
996,,,,,,4772,A69-9002-4772,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
997,,,,,,4773,A69-9002-4773,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
998,,,,,,4774,A69-9002-4774,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
999,,,,,,4775,A69-9002-4775,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
1000,,,,,,4776,A69-9002-4776,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
1001,,,,,,4777,A69-9002-4777,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
1002,,,,,,4778,A69-9002-4778,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
1003,,,,,,4779,A69-9002-4779,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
1004,,,,,,4780,A69-9002-4780,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
1005,,,,,,4781,A69-9002-4781,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/31/2011,,,,,,,,,,,,,,,,,,STM
1006,,,,,,4782,A69-9002-4782,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
1007,,,,,,4783,A69-9002-4783,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
1008,,,,,,4784,A69-9002-4784,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
1009,,,,,,4785,A69-9002-4785,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
1010,,,,,,4786,A69-9002-4786,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
1011,,,,,,4787,A69-9002-4787,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
1012,,,,,,4788,A69-9002-4788,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
1013,,,,,,4789,A69-9002-4789,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
1014,,,,,,4790,A69-9002-4790,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
1015,,,,,,4791,A69-9002-4791,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
1016,,,,,,4792,A69-9002-4792,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
1017,,,,,,4793,A69-9002-4793,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
1018,,,,,,4794,A69-9002-4794,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
1019,,,,,,4795,A69-9002-4795,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
1020,,,,,,4796,A69-9002-4796,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
1021,,,,,,4797,A69-9002-4797,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
1022,,,,,,4798,A69-9002-4798,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
1023,,,,,,4799,A69-9002-4799,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
1024,,,,,,4800,A69-9002-4800,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
1025,,,,,,4801,A69-9002-4801,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
1026,,,,,,4802,A69-9002-4802,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
1027,,,,,,4803,A69-9002-4803,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
1028,,,,,,4804,A69-9002-4804,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
1029,,,,,,4805,A69-9002-4805,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
1030,,,,,,4806,A69-9002-4806,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
1031,,,,,,4807,A69-9002-4807,,,,,,,sea lamprey,,,,,,,,,,,,FALSE,,,St. Marys River,,,5/16/2011,,,,,,,,,,,,,,,,,,STM
