ANIMAL_ID,TAG_TYPE,TAG_MANUFACTURER,TAG_MODEL,TAG_SERIAL_NUMBER,TAG_ID_CODE,TAG_CODE_SPACE,TAG_IMPLANT_TYPE,TAG_ACTIVATION_DATE,EST_TAG_LIFE,TAGGER,TAG_OWNER_PI,TAG_OWNER_ORGANIZATION,COMMON_NAME_E,SCIENTIFIC_NAME,CAPTURE_LOCATION,CAPTURE_LATITUDE,CAPTURE_LONGITUDE,WILD_OR_HATCHERY,STOCK,LENGTH,WEIGHT,LENGTH_TYPE,AGE,SEX,DNA_SAMPLE_TAKEN,TREATMENT_TYPE,RELEASE_GROUP,RELEASE_LOCATION,RELEASE_LATITUDE,RELEASE_LONGITUDE,UTC_RELEASE_DATE_TIME,GLATOS_RELEASE_DATE_TIME,GLATOS_TIMEZONE,CAPTURE_DEPTH,TEMPERATURE_CHANGE,HOLDING_TEMPERATURE,SURGERY_LOCATION,DATE_OF_SURGERY,SURGERY_LATITUDE,SURGERY_LONGITUDE,SEDATIVE,SEDATIVE_CONCENTRATION,ANAESTHETIC,BUFFER,ANAESTHETIC_CONCENTRATION,BUFFER_CONCENTRATION_IN_ANAESTHETIC,ANESTHETIC_CONCENTRATION_IN_RECIRCULATION,BUFFER_CONCENTRATION_IN_RECIRCULATION,DISSOLVED_OXYGEN,COMMENTS,GLATOS_PROJECT,GLATOS_EXTERNAL_TAG_ID1,GLATOS_EXTERNAL_TAG_ID2,GLATOS_TAG_RECOVERED,GLATOS_CAUGHT_DATE,GLATOS_REWARD,
,,Vemco,V9-2H,,1203,A69-1601,interpertioneal; surgical,2011-05-17,101,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.49,0.237,,,M,,,MNS-02,Munuscong Lake,,,2011-05-19T17:40:00,2011-05-19 21:40,EASTERN,,,,Hammond Bay Biological Station,2011-05-17,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1204,A69-1601,interpertioneal; surgical,2011-05-17,101,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.5,0.225,,,M,,,MNS-02,Munuscong Lake,,,2011-05-19T17:40:00,2011-05-19 21:40,EASTERN,,,,Hammond Bay Biological Station,2011-05-17,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1205,A69-1601,interpertioneal; surgical,2011-05-17,101,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.56,0.353,,,M,,,MNS-02,Munuscong Lake,,,2011-05-19T17:40:00,2011-05-19 21:40,EASTERN,,,,Hammond Bay Biological Station,2011-05-17,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1206,A69-1601,interpertioneal; surgical,2011-05-17,101,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.46,0.185,,,M,,,MNS-02,Munuscong Lake,,,2011-05-19T17:40:00,2011-05-19 21:40,EASTERN,,,,Hammond Bay Biological Station,2011-05-17,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1207,A69-1601,interpertioneal; surgical,2011-05-17,101,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.49,0.217,,,M,,,MNS-02,Munuscong Lake,,,2011-05-19T17:40:00,2011-05-19 21:40,EASTERN,,,,Hammond Bay Biological Station,2011-05-17,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1208,A69-1601,interpertioneal; surgical,2011-05-17,101,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.57,0.279,,,M,,,MNS-02,Munuscong Lake,,,2011-05-19T17:40:00,2011-05-19 21:40,EASTERN,,,,Hammond Bay Biological Station,2011-05-17,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1209,A69-1601,interpertioneal; surgical,2011-05-17,101,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.5,0.303,,,M,,,MNS-02,Munuscong Lake,,,2011-05-19T17:40:00,2011-05-19 21:40,EASTERN,,,,Hammond Bay Biological Station,2011-05-17,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1210,A69-1601,interpertioneal; surgical,2011-05-17,101,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.48,0.227,,,M,,,MNS-02,Munuscong Lake,,,2011-05-19T17:40:00,2011-05-19 21:40,EASTERN,,,,Hammond Bay Biological Station,2011-05-17,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1211,A69-1601,interpertioneal; surgical,2011-05-23,101,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.47,0.27,,,M,,,NCH-03,North Channel,,,2011-05-25T14:27:00,2011-05-25 18:27,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1212,A69-1601,interpertioneal; surgical,2011-05-23,101,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.54,0.32,,,M,,,NCH-03,North Channel,,,2011-05-25T14:27:00,2011-05-25 18:27,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1213,A69-1601,interpertioneal; surgical,2011-05-23,101,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.49,0.231,,,M,,,NCH-03,North Channel,,,2011-05-25T14:27:00,2011-05-25 18:27,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1214,A69-1601,interpertioneal; surgical,2011-05-23,101,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.51,0.256,,,M,,,NCH-03,North Channel,,,2011-05-25T14:27:00,2011-05-25 18:27,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1215,A69-1601,interpertioneal; surgical,2011-05-23,101,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.5,0.241,,,M,,,NCH-03,North Channel,,,2011-05-25T14:27:00,2011-05-25 18:27,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1216,A69-1601,interpertioneal; surgical,2011-05-23,101,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.53,0.294,,,M,,,NCH-03,North Channel,,,2011-05-25T14:27:00,2011-05-25 18:27,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1217,A69-1601,interpertioneal; surgical,2011-05-23,101,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.57,0.318,,,M,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1218,A69-1601,interpertioneal; surgical,2011-05-23,101,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.47,0.18,,,M,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1219,A69-1601,interpertioneal; surgical,2011-05-23,101,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.54,0.361,,,M,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1220,A69-1601,interpertioneal; surgical,2011-05-23,101,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.49,0.284,,,M,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1221,A69-1601,interpertioneal; surgical,2011-05-23,101,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.48,0.243,,,M,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1222,A69-1601,interpertioneal; surgical,2011-05-23,101,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.5,0.289,,,M,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1223,A69-1601,interpertioneal; surgical,2011-05-23,101,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.52,0.257,,,M,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1224,A69-1601,interpertioneal; surgical,2011-05-23,101,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.45,0.18,,,M,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1225,A69-1601,interpertioneal; surgical,2011-05-23,101,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.48,0.257,,,M,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1226,A69-1601,interpertioneal; surgical,2011-05-23,101,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.52,0.256,,,M,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1227,A69-1601,interpertioneal; surgical,2011-05-23,101,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.5,0.246,,,M,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1228,A69-1601,interpertioneal; surgical,2011-05-23,101,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.47,0.246,,,M,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1229,A69-1601,interpertioneal; surgical,2011-05-23,101,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.53,0.331,,,M,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1230,A69-1601,interpertioneal; surgical,2011-05-23,101,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.52,0.308,,,M,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1231,A69-1601,interpertioneal; surgical,2011-05-23,101,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.48,0.301,,,M,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1232,A69-1601,interpertioneal; surgical,2011-05-23,101,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.48,0.226,,,M,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1233,A69-1601,interpertioneal; surgical,2011-05-23,101,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.52,0.275,,,M,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1234,A69-1601,interpertioneal; surgical,2011-05-23,101,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.48,0.218,,,M,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1235,A69-1601,interpertioneal; surgical,2011-05-23,101,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.53,0.298,,,M,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1236,A69-1601,interpertioneal; surgical,2011-05-23,101,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.56,0.321,,,M,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1237,A69-1601,interpertioneal; surgical,2011-05-23,101,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.48,0.206,,,M,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1238,A69-1601,interpertioneal; surgical,2011-05-23,101,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.49,0.256,,,M,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1239,A69-1601,interpertioneal; surgical,2011-05-23,101,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.52,0.277,,,M,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1240,A69-1601,interpertioneal; surgical,2011-05-23,101,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.57,0.24,,,M,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1241,A69-1601,interpertioneal; surgical,2011-05-23,101,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.52,0.281,,,M,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1242,A69-1601,interpertioneal; surgical,2011-05-23,101,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.53,0.298,,,F,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1243,A69-1601,interpertioneal; surgical,2011-05-23,101,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.49,0.264,,,F,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1244,A69-1601,interpertioneal; surgical,2011-05-23,101,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.48,0.199,,,F,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1245,A69-1601,interpertioneal; surgical,2011-05-23,101,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.57,0.329,,,F,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1246,A69-1601,interpertioneal; surgical,2011-05-23,101,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.53,0.279,,,F,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1247,A69-1601,interpertioneal; surgical,2011-05-23,101,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.49,0.278,,,F,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1248,A69-1601,interpertioneal; surgical,2011-05-23,101,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.49,0.233,,,F,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1249,A69-1601,interpertioneal; surgical,2011-05-23,101,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.47,0.216,,,F,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1250,A69-1601,interpertioneal; surgical,2011-05-23,101,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.45,0.219,,,F,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1251,A69-1601,interpertioneal; surgical,2011-05-23,101,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.49,0.239,,,F,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1252,A69-1601,interpertioneal; surgical,2011-05-23,101,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.57,0.287,,,F,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1253,A69-1601,interpertioneal; surgical,2011-05-23,101,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.52,0.28,,,F,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1254,A69-1601,interpertioneal; surgical,2011-05-23,101,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.47,0.212,,,F,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1255,A69-1601,interpertioneal; surgical,2011-05-23,101,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.57,0.292,,,F,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1256,A69-1601,interpertioneal; surgical,2011-05-23,101,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.47,0.21,,,F,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1257,A69-1601,interpertioneal; surgical,2011-05-23,101,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.55,0.33,,,F,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1258,A69-1601,interpertioneal; surgical,2011-05-23,101,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.48,0.214,,,F,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1259,A69-1601,interpertioneal; surgical,2011-05-23,101,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.52,0.272,,,F,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1260,A69-1601,interpertioneal; surgical,2011-05-23,101,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.44,0.177,,,F,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1261,A69-1601,interpertioneal; surgical,2011-05-23,101,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.43,0.17,,,F,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1262,A69-1601,interpertioneal; surgical,2011-05-23,101,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.51,0.328,,,F,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1263,A69-1601,interpertioneal; surgical,2011-05-23,101,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.51,0.228,,,F,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1264,A69-1601,interpertioneal; surgical,2011-05-23,101,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.45,0.227,,,F,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9-2H,,1265,A69-1601,interpertioneal; surgical,2011-05-23,101,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.5,0.255,,,F,,,MNS-03,Munuscong Lake,,,2011-05-25T13:49:00,2011-05-25 17:49,EASTERN,,,,Hammond Bay Biological Station,2011-05-23,,,,,,,,,,,,,SMRSL,,,,,,
