ANIMAL_ID,TAG_TYPE,TAG_MANUFACTURER,TAG_MODEL,TAG_SERIAL_NUMBER,TAG_ID_CODE,TAG_CODE_SPACE,TAG_IMPLANT_TYPE,TAG_ACTIVATION_DATE,EST_TAG_LIFE,TAGGER,TAG_OWNER_PI,TAG_OWNER_ORGANIZATION,COMMON_NAME_E,SCIENTIFIC_NAME,CAPTURE_LOCATION,CAPTURE_LATITUDE,CAPTURE_LONGITUDE,WILD_OR_HATCHERY,STOCK,LENGTH,WEIGHT,LENGTH_TYPE,AGE,SEX,DNA_SAMPLE_TAKEN,TREATMENT_TYPE,RELEASE_GROUP,RELEASE_LOCATION,RELEASE_LATITUDE,RELEASE_LONGITUDE,UTC_RELEASE_DATE_TIME,GLATOS_RELEASE_DATE_TIME,GLATOS_TIMEZONE,CAPTURE_DEPTH,TEMPERATURE_CHANGE,HOLDING_TEMPERATURE,SURGERY_LOCATION,DATE_OF_SURGERY,SURGERY_LATITUDE,SURGERY_LONGITUDE,SEDATIVE,SEDATIVE_CONCENTRATION,ANAESTHETIC,BUFFER,ANAESTHETIC_CONCENTRATION,BUFFER_CONCENTRATION_IN_ANAESTHETIC,ANESTHETIC_CONCENTRATION_IN_RECIRCULATION,BUFFER_CONCENTRATION_IN_RECIRCULATION,DISSOLVED_OXYGEN,COMMENTS,GLATOS_PROJECT,GLATOS_EXTERNAL_TAG_ID1,GLATOS_EXTERNAL_TAG_ID2,GLATOS_TAG_RECOVERED,GLATOS_CAUGHT_DATE,GLATOS_REWARD,
,,Vemco,V9P-2H,,2414,A69-9002,interpertioneal; surgical,2010-04-23,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.56,0.359,,,M,,,NCH-01,North Channel,,,2010-04-25T18:10:00,2010-04-25 22:10,EASTERN,,,,Hammond Bay Biological Station,2010-04-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2415,A69-9002,interpertioneal; surgical,2010-04-23,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.51,0.337,,,M,,,NCH-01,North Channel,,,2010-04-25T18:10:00,2010-04-25 22:10,EASTERN,,,,Hammond Bay Biological Station,2010-04-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2416,A69-9002,interpertioneal; surgical,2010-04-23,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.51,0.295,,,M,,,NCH-01,North Channel,,,2010-04-25T18:10:00,2010-04-25 22:10,EASTERN,,,,Hammond Bay Biological Station,2010-04-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2417,A69-9002,interpertioneal; surgical,2010-04-23,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.52,0.357,,,M,,,NCH-01,North Channel,,,2010-04-25T18:10:00,2010-04-25 22:10,EASTERN,,,,Hammond Bay Biological Station,2010-04-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2418,A69-9002,interpertioneal; surgical,2010-04-23,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.54,0.363,,,M,,,NCH-01,North Channel,,,2010-04-25T18:10:00,2010-04-25 22:10,EASTERN,,,,Hammond Bay Biological Station,2010-04-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2419,A69-9002,interpertioneal; surgical,2010-04-23,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.54,0.298,,,M,,,NCH-01,North Channel,,,2010-04-25T18:10:00,2010-04-25 22:10,EASTERN,,,,Hammond Bay Biological Station,2010-04-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2420,A69-9002,interpertioneal; surgical,2010-04-23,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.51,0.307,,,M,,,NCH-01,North Channel,,,2010-04-25T18:10:00,2010-04-25 22:10,EASTERN,,,,Hammond Bay Biological Station,2010-04-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2343,A69-9002,interpertioneal; surgical,2010-04-22,80,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.54,0.297,,,M,,,NCH-01,North Channel,,,2010-04-25T18:10:00,2010-04-25 22:10,EASTERN,,,,Hammond Bay Biological Station,2010-04-22,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2350,A69-9002,interpertioneal; surgical,2010-04-23,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Cheboygan River,,,,,0.56,0.354,,,M,,,NCH-01,North Channel,,,2010-04-25T18:10:00,2010-04-25 22:10,EASTERN,,,,Hammond Bay Biological Station,2010-04-23,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2586,A69-9002,interpertioneal; surgical,2010-05-06,80,RB,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.47,0.215,,,F,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-06,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2587,A69-9002,interpertioneal; surgical,2010-05-06,80,RB,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.45,0.186,,,M,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-06,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2588,A69-9002,interpertioneal; surgical,2010-05-06,80,RB,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.51,0.245,,,F,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-06,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2589,A69-9002,interpertioneal; surgical,2010-05-06,80,RB,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.48,0.236,,,F,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-06,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2590,A69-9002,interpertioneal; surgical,2010-05-06,80,RB,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.51,0.255,,,M,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-06,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2591,A69-9002,interpertioneal; surgical,2010-05-06,80,RB,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.48,0.216,,,M,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-06,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2592,A69-9002,interpertioneal; surgical,2010-05-06,80,RB,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.45,0.149,,,F,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-06,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2593,A69-9002,interpertioneal; surgical,2010-05-06,80,RB,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.51,0.23,,,M,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-06,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2594,A69-9002,interpertioneal; surgical,2010-05-06,80,RB,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.53,0.278,,,M,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-06,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2595,A69-9002,interpertioneal; surgical,2010-05-06,80,RB,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.53,0.287,,,M,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-06,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2596,A69-9002,interpertioneal; surgical,2010-05-06,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.46,0.165,,,F,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-06,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2597,A69-9002,interpertioneal; surgical,2010-05-06,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.52,0.26,,,F,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-06,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2598,A69-9002,interpertioneal; surgical,2010-05-06,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.54,0.285,,,F,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-06,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2599,A69-9002,interpertioneal; surgical,2010-05-06,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.5,0.289,,,M,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-06,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2600,A69-9002,interpertioneal; surgical,2010-05-06,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.43,0.233,,,F,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-06,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2601,A69-9002,interpertioneal; surgical,2010-05-06,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.5,0.27,,,M,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-06,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2602,A69-9002,interpertioneal; surgical,2010-05-06,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.48,0.225,,,F,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-06,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2603,A69-9002,interpertioneal; surgical,2010-05-06,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.56,0.357,,,M,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-06,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2604,A69-9002,interpertioneal; surgical,2010-05-06,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.56,0.297,,,M,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-06,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2605,A69-9002,interpertioneal; surgical,2010-05-06,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.55,0.394,,,M,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-06,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2606,A69-9002,interpertioneal; surgical,2010-05-06,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.52,0.282,,,M,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-06,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2607,A69-9002,interpertioneal; surgical,2010-05-06,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.48,0.225,,,F,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-06,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2608,A69-9002,interpertioneal; surgical,2010-05-06,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.5,0.28,,,M,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-06,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2609,A69-9002,interpertioneal; surgical,2010-05-06,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.52,0.266,,,F,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-06,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2610,A69-9002,interpertioneal; surgical,2010-05-06,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.49,0.235,,,M,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-06,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2611,A69-9002,interpertioneal; surgical,2010-05-06,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.54,0.325,,,M,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-06,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2612,A69-9002,interpertioneal; surgical,2010-05-06,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.53,0.263,,,M,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-06,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2613,A69-9002,interpertioneal; surgical,2010-05-06,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.5,0.254,,,M,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-06,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2529,A69-9002,interpertioneal; surgical,2010-05-07,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.46,0.21,,,F,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-07,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2427,A69-9002,interpertioneal; surgical,2010-05-07,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.51,0.268,,,F,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-07,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2530,A69-9002,interpertioneal; surgical,2010-05-07,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.48,0.263,,,M,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-07,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2527,A69-9002,interpertioneal; surgical,2010-05-07,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.47,0.226,,,F,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-07,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2524,A69-9002,interpertioneal; surgical,2010-05-07,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.47,0.246,,,M,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-07,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2521,A69-9002,interpertioneal; surgical,2010-05-07,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.47,0.235,,,F,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-07,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2526,A69-9002,interpertioneal; surgical,2010-05-07,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.55,0.34,,,M,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-07,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2528,A69-9002,interpertioneal; surgical,2010-05-07,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.49,0.265,,,M,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-07,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2523,A69-9002,interpertioneal; surgical,2010-05-07,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.51,0.279,,,M,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-07,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2520,A69-9002,interpertioneal; surgical,2010-05-07,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.52,0.278,,,F,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-07,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2525,A69-9002,interpertioneal; surgical,2010-05-07,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.57,0.357,,,M,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-07,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2519,A69-9002,interpertioneal; surgical,2010-05-07,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.52,0.297,,,F,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-07,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2522,A69-9002,interpertioneal; surgical,2010-05-07,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.52,0.272,,,F,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-07,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2531,A69-9002,interpertioneal; surgical,2010-05-07,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.52,0.275,,,M,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-07,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2619,A69-9002,interpertioneal; surgical,2010-05-07,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.53,0.285,,,F,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-07,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2426,A69-9002,interpertioneal; surgical,2010-05-07,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.52,0.284,,,F,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-07,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2425,A69-9002,interpertioneal; surgical,2010-05-07,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.47,0.193,,,F,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-07,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2424,A69-9002,interpertioneal; surgical,2010-05-07,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.48,0.226,,,M,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-07,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2423,A69-9002,interpertioneal; surgical,2010-05-07,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.48,0.27,,,F,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-07,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2422,A69-9002,interpertioneal; surgical,2010-05-07,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.5,0.231,,,F,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-07,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2421,A69-9002,interpertioneal; surgical,2010-05-07,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.47,0.215,,,F,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-07,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2532,A69-9002,interpertioneal; surgical,2010-05-07,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.52,0.266,,,F,,,NCH-02,North Channel,,,2010-05-09T16:55:00,2010-05-09 20:55,EASTERN,,,,Hammond Bay Biological Station,2010-05-07,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2459,A69-9002,interpertioneal; surgical,2010-05-24,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.48,0.209,,,M,,,NCH-03,North Channel,,,2010-05-26T16:06:00,2010-05-26 20:06,EASTERN,,,,Hammond Bay Biological Station,2010-05-24,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2457,A69-9002,interpertioneal; surgical,2010-05-24,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.51,0.271,,,M,,,NCH-03,North Channel,,,2010-05-26T16:06:00,2010-05-26 20:06,EASTERN,,,,Hammond Bay Biological Station,2010-05-24,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2458,A69-9002,interpertioneal; surgical,2010-05-24,80,CH,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.52,0.235,,,M,,,NCH-03,North Channel,,,2010-05-26T16:06:00,2010-05-26 20:06,EASTERN,,,,Hammond Bay Biological Station,2010-05-24,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2463,A69-9002,interpertioneal; surgical,2010-05-24,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.49,0.234,,,M,,,NCH-03,North Channel,,,2010-05-26T16:06:00,2010-05-26 20:06,EASTERN,,,,Hammond Bay Biological Station,2010-05-24,,,,,,,,,,,,,SMRSL,,,,,,
,,Vemco,V9P-2H,,2460,A69-9002,interpertioneal; surgical,2010-05-24,80,EL,Chris Holbrook,USGS Hammond Bay Biological Station,sea lamprey,Petromyzon marinus,Peshtigo River,,,,,0.5,0.253,,,F,,,NCH-03,North Channel,,,2010-05-26T16:06:00,2010-05-26 20:06,EASTERN,,,,Hammond Bay Biological Station,2010-05-24,,,,,,,,,,,,,SMRSL,,,,,,
